                G . E .   C a p i t a l   C o r p o r a t i o n                 
             - - - -   t e r m i n a t i o n   t a b l e   - - - -              

 Prepared Mar-16-2004 18:11 by ............................ your name goes here
 Yield  ( 1.225003% ) ................................................ Book ROI
 Cost (for "% of cost") ........................................   9,000,000.00

                                                                  stipulated 
                      # of     Penalty   termination    casualty        loss 
                      base       adder         value       adder       value 
           date   payments           %     % of cost   % of cost   % of cost 
                                                                             
                                                                             
         Jan-04          1      16.875       565.718      38.847     587.690 
         Apr-04          2      16.875       551.888      38.325     573.338 
         Jul-04          3      16.875       537.883      37.803     558.812 
         Oct-04          4      16.875       523.702      37.282     544.109 
                                                                             
         Jan-05          5      16.875       509.342      36.760     529.227 
         Apr-05          6      16.875       494.801      36.238     514.164 
         Jul-05          7      16.875       480.076      35.716     498.917 
         Oct-05          8      16.875       465.166      35.194     483.485 
                                                                             
         Jan-06          9      16.875       450.067      34.672     467.864 
         Apr-06         10      16.875       434.778      34.150     452.053 
         Jul-06         11      16.875       419.295      33.628     436.049 
         Oct-06         12      16.875       403.618      33.106     419.849 
                                                                             
         Jan-07         13      16.875       387.742      32.584     403.452 
         Apr-07         14      16.875       371.666      32.063     386.854 
         Jul-07         15      16.875       355.388      31.541     370.053 
         Oct-07         16      16.875       338.904      31.019     353.047 
                                                                             
         Jan-08         17      16.875       322.212      30.497     335.833 
         Apr-08         18      16.875       305.309      29.975     318.409 
         Jul-08         19      16.875       288.193      29.453     300.771 
         Oct-08         20      16.875       270.861      28.931     282.917 
                                                                             
         Jan-09         21      16.875       253.310      28.409     264.844 
         Apr-09         22      16.875       235.537      27.887     246.550 
         Jul-09         23      16.875       217.541      27.365     228.031 
         Oct-09         24      16.875       199.317      26.843     209.286 
                                                                             
         Jan-10         25      16.875       180.864      26.322     190.310 
         Apr-10         26      16.875       162.177      25.800     171.102 
         Jul-10         27      16.875       143.255      25.278     151.657 
         Oct-10         28      16.875       124.093      24.756     131.974 
                                                                             
         Jan-11         29      16.875       104.690      24.234     112.049 
         Apr-11         30      16.875        85.043      23.712      91.880 
         Jul-11         31      16.875        65.147      23.190      71.462 
         Oct-11         32      16.875        45.000      22.668      50.793 
                                                                             
     
     
SuperTRUMP 8.60 financial model      Page 1         Ivory Consulting Corporation
